Model,Const,Mem,Prop,#States (min),#Params (min),Add. Settings,Method,Time,Found
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,54.8055,41.6248
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,42.9274,41.6248
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,44.0349,41.6248
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,44.0815,41.6248
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,44.3796,41.6248
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
samplerocks,N=8 ,1,48_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 args=--constraint-method project-gradient,momentum-sign,46.403,0.2844
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 args=--constraint-method project-gradient,momentum-sign,46.365,0.2844
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 args=--constraint-method project-gradient,momentum-sign,48.173,0.2844
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 args=--constraint-method project-gradient,momentum-sign,48.001,0.2844
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 args=--constraint-method project-gradient,momentum-sign,48.072,0.2844
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,2154.2397,0.3038
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,2046.9193,0.3038
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,2047.6511,0.3038
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,2040.5175,0.3038
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,2033.5443,0.3038
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=8 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 args=--constraint-method project-gradient,momentum-sign,5.037,0.316
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 args=--constraint-method project-gradient,momentum-sign,4.989,0.316
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 args=--constraint-method project-gradient,momentum-sign,4.934,0.316
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 args=--constraint-method project-gradient,momentum-sign,5.508,0.316
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 args=--constraint-method project-gradient,momentum-sign,4.885,0.316
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,109.8347,0.2888
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,108.082,0.2888
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,109.8163,0.2888
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,107.7115,0.2888
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,111.8659,0.2888
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
refuel,N=5 ,3,"0.28_probability__max_""notbad"" U ""goal""",?,?,lr=0.1 args=--constraint-method project-gradient,pso,N/A,N/A
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1 args=--constraint-method project-gradient,momentum-sign,95.418,6.9917
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1 args=--constraint-method project-gradient,momentum-sign,95.692,6.9917
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1 args=--constraint-method project-gradient,momentum-sign,96.046,6.9917
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1 args=--constraint-method project-gradient,momentum-sign,96.019,6.9917
maze2,N/A,15,7.2_reward__min_goal,	5340,2625,lr=0.1 args=--constraint-method project-gradient,momentum-sign,98.976,6.9917
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,335.8875,6.9615
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,336.0507,6.9615
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,303.3925,6.9615
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,276.5055,6.9615
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,276.6508,6.9615
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,15,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1 args=--constraint-method project-gradient,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1 args=--constraint-method project-gradient,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1 args=--constraint-method project-gradient,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1 args=--constraint-method project-gradient,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,	61000,29750,lr=0.1 args=--constraint-method project-gradient,momentum-sign,N/A,N/A
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,1161.5974,6.6902
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,1192.7523,6.6902
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,1188.8146,6.6902
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,1124.3976,6.6902
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,qcqp,1110.7345,6.6902
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
maze2,N/A,50,7.2_reward__min_goal,?,?,lr=0.1 args=--constraint-method project-gradient,pso,ERR,ERR
