Model,Const,Mem,Prop,#States (min),#Params (min),Add. Settings,Method,Time,Found
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.01 Project with gradient,nesterov-sign,101.653,0.8502
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.01 Logistic Sigmoid,nesterov-sign,388.349,0.85
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Project without gradient,adam,1289.341,0.85
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Project with gradient,adam,1284.64,0.85
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Project without gradient,momentum-sign,399.089,0.8501
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Project with gradient,momentum-sign,398.196,0.8501
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Logistic Sigmoid,momentum-sign,2022.811,0.85
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Project without gradient,nesterov-sign,412.812,0.8502
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Project with gradient,nesterov-sign,413.223,0.8502
drone,N=5 R=1 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,757,lr=0.001 Logistic Sigmoid,nesterov-sign,2282.632,0.85
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Project without gradient,adam,143.714,0.8512
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Project with gradient,adam,144.878,0.8512
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Logistic Sigmoid,adam,376.614,0.8509
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Project without gradient,momentum-sign,111.552,0.8513
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Project with gradient,momentum-sign,113.016,0.8513
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Logistic Sigmoid,momentum-sign,303.372,0.8534
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Project without gradient,nesterov-sign,98.268,0.852
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Project with gradient,nesterov-sign,98.975,0.852
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.1 Logistic Sigmoid,nesterov-sign,263.545,0.8535
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Project without gradient,adam,550.219,0.8516
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Project with gradient,adam,559.094,0.8516
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Logistic Sigmoid,adam,1855.909,0.85
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Project without gradient,momentum-sign,463.747,0.8504
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Project with gradient,momentum-sign,461.774,0.8504
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Logistic Sigmoid,momentum-sign,1265.823,0.8502
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Project without gradient,nesterov-sign,396.513,0.851
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Project with gradient,nesterov-sign,478.011,0.851
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.01 Logistic Sigmoid,nesterov-sign,1319.361,0.8507
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Project without gradient,adam,3081.262,0.85
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Project with gradient,adam,3088.125,0.85
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Project without gradient,momentum-sign,2249.334,0.8501
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Project with gradient,momentum-sign,2240.674,0.8501
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Logistic Sigmoid,momentum-sign,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Project without gradient,nesterov-sign,1931.784,0.8502
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Project with gradient,nesterov-sign,1954.26,0.8502
drone,N=5 R=3 ,1,"0.85_probability__max_""notbad"" U ""goal""",	3678,2641,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Project without gradient,adam,0.576,0.9192
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Project with gradient,adam,0.573,0.9192
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Logistic Sigmoid,adam,2.012,0.9001
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Project without gradient,momentum-sign,0.273,0.9279
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Project with gradient,momentum-sign,0.257,0.9279
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Logistic Sigmoid,momentum-sign,0.781,0.9082
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Logarithmic Barrier,nesterov-sign,ERR,ERR
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Project without gradient,nesterov-sign,0.355,0.9279
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Project with gradient,nesterov-sign,0.355,0.9279
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.1 Logistic Sigmoid,nesterov-sign,1.16,0.905
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Project without gradient,adam,3.08,0.9026
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Project with gradient,adam,3.092,0.9026
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Logistic Sigmoid,adam,15.746,0.9
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Project without gradient,momentum-sign,1.334,0.9092
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Project with gradient,momentum-sign,1.335,0.9092
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Logistic Sigmoid,momentum-sign,3.698,0.9012
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Project without gradient,nesterov-sign,1.239,0.9
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Project with gradient,nesterov-sign,0.987,0.9
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.01 Logistic Sigmoid,nesterov-sign,172.192,0.9019
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Logarithmic Barrier,adam,264.141,0.9
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Project without gradient,adam,17.255,0.9009
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Project with gradient,adam,17.284,0.9009
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Logistic Sigmoid,adam,235.514,0.9
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Project without gradient,momentum-sign,5.8,0.9001
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Project with gradient,momentum-sign,5.79,0.9001
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Logistic Sigmoid,momentum-sign,25.274,0.9001
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Project without gradient,nesterov-sign,4.938,0.9012
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Project with gradient,nesterov-sign,5.017,0.9012
4x4grid-avoid,N/A,5,0.9_probability__max_goal,	1216,100,lr=0.001 Logistic Sigmoid,nesterov-sign,92.117,0.9
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Project without gradient,adam,10.519,0.9103
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Project with gradient,adam,10.496,0.9103
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Logistic Sigmoid,adam,24.754,0.9036
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Project without gradient,momentum-sign,4.723,0.9279
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Project with gradient,momentum-sign,5.644,0.9279
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Logistic Sigmoid,momentum-sign,15.609,0.9036
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Project without gradient,nesterov-sign,4.682,0.9279
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Project with gradient,nesterov-sign,4.772,0.9279
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.1 Logistic Sigmoid,nesterov-sign,18.692,0.9015
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Project without gradient,adam,47.455,0.9018
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Project with gradient,adam,44.651,0.9018
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Logistic Sigmoid,adam,164.09,0.9007
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Project without gradient,momentum-sign,19.519,0.9092
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Project with gradient,momentum-sign,19.975,0.9092
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Logistic Sigmoid,momentum-sign,54.601,0.9017
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Project without gradient,nesterov-sign,22.654,0.9108
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Project with gradient,nesterov-sign,24.141,0.9108
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.01 Logistic Sigmoid,nesterov-sign,83.957,0.9
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Logarithmic Barrier,adam,4692.56,0.9
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Project without gradient,adam,217.913,0.9016
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Project with gradient,adam,217.529,0.9016
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Logistic Sigmoid,adam,3167.862,0.9
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Project without gradient,momentum-sign,106.648,0.9001
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Project with gradient,momentum-sign,110.129,0.9001
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Logistic Sigmoid,momentum-sign,441.855,0.9002
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Project without gradient,nesterov-sign,92.659,0.9
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Project with gradient,nesterov-sign,116.138,0.9
4x4grid-avoid,N/A,10,0.9_probability__max_goal,	4931,400,lr=0.001 Logistic Sigmoid,nesterov-sign,679.228,0.9001
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Project without gradient,adam,0.972,4.1774
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Project with gradient,adam,0.975,4.1774
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Logistic Sigmoid,adam,115.855,4.1998
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Project without gradient,momentum-sign,0.311,4.1757
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Project with gradient,momentum-sign,0.314,4.1757
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Logistic Sigmoid,momentum-sign,1.912,4.1963
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Logarithmic Barrier,nesterov-sign,ERR,ERR
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Project without gradient,nesterov-sign,0.395,4.1757
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Project with gradient,nesterov-sign,0.397,4.1757
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.1 Logistic Sigmoid,nesterov-sign,13.186,0.0
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Project without gradient,adam,4.4,4.1949
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Project with gradient,adam,5.465,4.1949
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Logistic Sigmoid,adam,915.346,4.2
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Project without gradient,momentum-sign,1.269,4.1439
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Project with gradient,momentum-sign,1.004,4.1439
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Logistic Sigmoid,momentum-sign,5.34,4.1965
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Logarithmic Barrier,nesterov-sign,ERR,ERR
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Project without gradient,nesterov-sign,1.297,4.1572
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Project with gradient,nesterov-sign,1.291,4.1572
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.01 Logistic Sigmoid,nesterov-sign,152.086,0.0
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Logarithmic Barrier,adam,445.165,4.1999
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Project without gradient,adam,50.309,4.2
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Project with gradient,adam,51.565,4.2
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Logistic Sigmoid,adam,2192.468,4.2
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Project without gradient,momentum-sign,6.087,4.1564
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Project with gradient,momentum-sign,6.099,4.1564
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Logistic Sigmoid,momentum-sign,52.691,4.2
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Project without gradient,nesterov-sign,5.554,4.1361
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Project with gradient,nesterov-sign,5.25,4.1361
4x4grid,N/A,5,4.2_reward__min_goal,	1410,100,lr=0.001 Logistic Sigmoid,nesterov-sign,1418.953,0.0
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Project without gradient,adam,12.745,4.1793
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Project with gradient,adam,13.228,4.1793
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Logistic Sigmoid,adam,340.494,4.1998
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Project without gradient,momentum-sign,5.714,4.1886
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Project with gradient,momentum-sign,5.589,4.1886
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Logistic Sigmoid,momentum-sign,45.659,4.1333
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Logarithmic Barrier,nesterov-sign,ERR,ERR
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Project without gradient,nesterov-sign,5.651,4.1922
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Project with gradient,nesterov-sign,7.006,4.1922
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.1 Logistic Sigmoid,nesterov-sign,128.078,4.1333
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Project without gradient,adam,56.055,4.1855
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Project with gradient,adam,45.994,4.1855
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Logistic Sigmoid,adam,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Project without gradient,momentum-sign,19.936,4.1412
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Project with gradient,momentum-sign,20.008,4.1412
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Logistic Sigmoid,momentum-sign,96.206,4.1979
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Logarithmic Barrier,nesterov-sign,ERR,ERR
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Project without gradient,nesterov-sign,25.123,4.1976
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Project with gradient,nesterov-sign,25.169,4.1976
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.01 Logistic Sigmoid,nesterov-sign,1294.697,4.1333
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Project without gradient,adam,449.592,4.2
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Project with gradient,adam,449.714,4.2
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Project without gradient,momentum-sign,127.475,4.1388
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Project with gradient,momentum-sign,123.005,4.1388
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Logistic Sigmoid,momentum-sign,932.378,4.1998
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Project without gradient,nesterov-sign,106.159,4.1582
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Project with gradient,nesterov-sign,105.119,4.1582
4x4grid,N/A,10,4.2_reward__min_goal,	5780,400,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Project without gradient,adam,227.523,0.9925
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Project with gradient,adam,214.05,0.9941
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Logistic Sigmoid,adam,1879.992,0.99
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Project without gradient,momentum-sign,84.726,1.0
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Project with gradient,momentum-sign,104.157,0.9992
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Logistic Sigmoid,momentum-sign,2617.379,1.0
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Project without gradient,nesterov-sign,101.394,0.9909
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Project with gradient,nesterov-sign,79.596,0.9904
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.1 Logistic Sigmoid,nesterov-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Project without gradient,adam,1341.643,0.9903
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Project with gradient,adam,1279.697,0.9901
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Logistic Sigmoid,adam,N/A,N/A
