Model,Const,Mem,Prop,#States (min),#Params (min),Add. Settings,Method,Time,Found
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Project without gradient,momentum-sign,415.322,0.9907
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Project with gradient,momentum-sign,334.959,0.9908
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Logistic Sigmoid,momentum-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Project without gradient,nesterov-sign,374.787,0.9905
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Project with gradient,nesterov-sign,350.731,0.99
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.01 Logistic Sigmoid,nesterov-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Project without gradient,adam,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Project with gradient,adam,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Project without gradient,momentum-sign,2055.926,0.9917
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Project with gradient,momentum-sign,1597.686,0.9901
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Logistic Sigmoid,momentum-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Project without gradient,nesterov-sign,2090.215,0.99
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Project with gradient,nesterov-sign,2702.318,0.99
newgrid,N=8 ,10,"0.99_probability__max_""notbad"" U ""goal""",	30191,400,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Project without gradient,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Project with gradient,adam,3042.837,0.9968
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Logistic Sigmoid,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Project without gradient,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Project with gradient,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Logistic Sigmoid,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Project without gradient,nesterov-sign,4425.528,1.0
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Project with gradient,nesterov-sign,4969.379,0.9994
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.1 Logistic Sigmoid,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Project without gradient,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Project with gradient,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Logistic Sigmoid,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Project without gradient,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Project with gradient,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Logistic Sigmoid,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Project without gradient,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Project with gradient,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.01 Logistic Sigmoid,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Project without gradient,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Project with gradient,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Project without gradient,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Project with gradient,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Logistic Sigmoid,momentum-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Project without gradient,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Project with gradient,nesterov-sign,N/A,N/A
newgrid,N=15 ,10,"0.99_probability__max_""notbad"" U ""goal""",	98441,400,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Project without gradient,adam,14.104,0.43
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Project with gradient,adam,12.795,0.43
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Logistic Sigmoid,adam,61.196,0.43
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Project without gradient,momentum-sign,8.272,0.43
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Project with gradient,momentum-sign,7.12,0.43
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Logistic Sigmoid,momentum-sign,62.402,0.4201
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Project without gradient,nesterov-sign,6.951,0.4294
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Project with gradient,nesterov-sign,9.026,0.4294
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.1 Logistic Sigmoid,nesterov-sign,81.627,0.4224
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Project without gradient,adam,55.946,0.4289
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Project with gradient,adam,56.743,0.4289
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Logistic Sigmoid,adam,398.767,0.43
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Project without gradient,momentum-sign,35.741,0.4289
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Project with gradient,momentum-sign,34.849,0.4288
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Logistic Sigmoid,momentum-sign,91.991,0.4299
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Project without gradient,nesterov-sign,34.464,0.4296
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Project with gradient,nesterov-sign,32.308,0.4295
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.01 Logistic Sigmoid,nesterov-sign,113.539,0.4299
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Project without gradient,adam,336.882,0.4299
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Project with gradient,adam,335.628,0.4299
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Project without gradient,momentum-sign,150.588,0.4295
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Project with gradient,momentum-sign,152.697,0.4295
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Logistic Sigmoid,momentum-sign,686.781,0.43
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Project without gradient,nesterov-sign,158.905,0.4295
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Project with gradient,nesterov-sign,159.74,0.4295
child_240,N/A,1,0.43_probability__min_CO2Report0,	243,224,lr=0.001 Logistic Sigmoid,nesterov-sign,884.114,0.43
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Project without gradient,adam,476.783,39.9975
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Project with gradient,adam,385.899,39.9975
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Logistic Sigmoid,adam,1071.872,39.9943
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Project without gradient,momentum-sign,388.09,39.9152
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Project with gradient,momentum-sign,388.616,39.9152
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Logistic Sigmoid,momentum-sign,1029.602,39.9776
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Logarithmic Barrier,nesterov-sign,ERR,ERR
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Project without gradient,nesterov-sign,320.139,39.9152
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Project with gradient,nesterov-sign,325.512,39.9152
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.1 Logistic Sigmoid,nesterov-sign,917.475,39.9788
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Project without gradient,adam,1943.985,39.9273
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Project with gradient,adam,1947.449,39.9273
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Logistic Sigmoid,adam,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Project without gradient,momentum-sign,1267.268,39.966
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Project with gradient,momentum-sign,1270.931,39.966
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Logistic Sigmoid,momentum-sign,4479.024,39.9963
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Logarithmic Barrier,nesterov-sign,ERR,ERR
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Project without gradient,nesterov-sign,1570.809,39.9766
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Project with gradient,nesterov-sign,1577.142,39.9766
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.01 Logistic Sigmoid,nesterov-sign,4325.319,39.9943
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Project without gradient,adam,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Project with gradient,adam,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Project without gradient,momentum-sign,6182.45,39.9975
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Project with gradient,momentum-sign,6024.53,39.9975
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Logistic Sigmoid,momentum-sign,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Logarithmic Barrier,nesterov-sign,N/A,N/A
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Project without gradient,nesterov-sign,7012.341,39.9905
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Project with gradient,nesterov-sign,6317.093,39.9905
samplerocks,N=8 ,1,40_reward__min_goal,	11278,2845,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Project without gradient,adam,1050.783,0.3523
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Project with gradient,adam,667.816,0.3647
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Logistic Sigmoid,adam,5351.195,0.3501
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Project without gradient,momentum-sign,658.417,0.3511
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Project with gradient,momentum-sign,128.181,0.3501
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Logistic Sigmoid,momentum-sign,409.574,0.3722
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Project without gradient,nesterov-sign,104.335,0.3513
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Project with gradient,nesterov-sign,100.678,0.3622
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.1 Logistic Sigmoid,nesterov-sign,875.576,0.3512
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Project without gradient,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Project with gradient,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Logistic Sigmoid,adam,4426.297,0.35
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Project without gradient,momentum-sign,830.69,0.3543
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Project with gradient,momentum-sign,486.575,0.3508
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Logistic Sigmoid,momentum-sign,3345.046,0.3722
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Project without gradient,nesterov-sign,924.183,0.3504
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Project with gradient,nesterov-sign,1449.937,0.3501
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.01 Logistic Sigmoid,nesterov-sign,2583.864,0.3949
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Project without gradient,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Project with gradient,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Logistic Sigmoid,adam,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Logarithmic Barrier,momentum-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Project without gradient,momentum-sign,1598.23,0.3504
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Project with gradient,momentum-sign,1443.508,0.3501
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Logistic Sigmoid,momentum-sign,N/A,N/A
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Logarithmic Barrier,nesterov-sign,ERR,ERR
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Project without gradient,nesterov-sign,1636.585,0.3502
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Project with gradient,nesterov-sign,1486.109,0.35
refuel,N=8 ,3,"0.35_probability__max_""notbad"" U ""goal""",	7507,795,lr=0.001 Logistic Sigmoid,nesterov-sign,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Project without gradient,adam,14.826,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Project with gradient,adam,14.869,0.3503
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Logistic Sigmoid,adam,64.327,0.3502
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Project without gradient,momentum-sign,8.341,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Project with gradient,momentum-sign,8.048,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Logistic Sigmoid,momentum-sign,77.425,0.4062
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Logarithmic Barrier,nesterov-sign,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Project without gradient,nesterov-sign,15.717,0.3507
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Project with gradient,nesterov-sign,30.062,0.3631
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.1 Logistic Sigmoid,nesterov-sign,65.789,0.4241
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Logarithmic Barrier,adam,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Project without gradient,adam,55.851,0.355
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Project with gradient,adam,55.574,0.355
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Logistic Sigmoid,adam,190.183,0.3502
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Logarithmic Barrier,momentum-sign,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Project without gradient,momentum-sign,28.884,0.351
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Project with gradient,momentum-sign,31.293,0.3513
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Logistic Sigmoid,momentum-sign,163.956,0.3504
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Logarithmic Barrier,nesterov-sign,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Project without gradient,nesterov-sign,38.311,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Project with gradient,nesterov-sign,36.683,0.3506
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.01 Logistic Sigmoid,nesterov-sign,106.973,0.3504
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Logarithmic Barrier,adam,N/A,N/A
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Project without gradient,adam,225.773,0.3506
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Project with gradient,adam,271.449,0.3506
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Logistic Sigmoid,adam,3075.944,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Logarithmic Barrier,momentum-sign,327.839,0.3653
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Project without gradient,momentum-sign,157.426,0.3505
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Project with gradient,momentum-sign,156.046,0.3506
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Logistic Sigmoid,momentum-sign,518.735,0.35
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Logarithmic Barrier,nesterov-sign,ERR,ERR
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Project without gradient,nesterov-sign,184.819,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Project with gradient,nesterov-sign,181.029,0.3501
refuel,N=5 ,3,"0.35_probability__max_""notbad"" U ""goal""",	1564,453,lr=0.001 Logistic Sigmoid,nesterov-sign,792.692,0.3501
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Logarithmic Barrier,adam,N/A,N/A
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Project without gradient,adam,146.886,5.8574
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Project with gradient,adam,146.907,5.8574
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Logistic Sigmoid,adam,1118.799,5.9965
maze2,N/A,15,6_reward__min_goal,	5340,2625,lr=0.1 Logarithmic Barrier,momentum-sign,N/A,N/A
